target_election_id,target_election_date,target_slot,target_candidate_name,target_party_name,person_key,birthday,source_sg_id,source_election_date,source_election_name,source_sg_typecode,source_candidate_id,source_region_name,source_district_name,source_municipality_name,source_party_name,source_status,source_job,source_career1,source_career2,source_is_prior,prior_election_won,available_date,entity_match_method,entity_match_confidence,source_url,source_record_sha256,derivation_version
pres_2017,2017-05-09,C,안철수,국민의당,6a656c0cf84f1ad3d5c8,19620122,20170509,2017-05-09,제19대 대통령선거,1,100120964,전국,대한민국,,국민의당,등록,정치인,(전)국민의당 상임공동대표,(전)서울대학교 융합과학기술대학원 원장,False,,2017-05-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,e998e1e9157bc61bcaafe48612bdb317257be6ba0a52eda23d90b294f9f97e24,official_candidate_history_v1
pres_2017,2017-05-09,C,안철수,국민의당,6a656c0cf84f1ad3d5c8,19620122,20180613,2018-06-13,제7회 전국동시지방선거,3,100128645,서울특별시,서울특별시,,바른미래당,등록,정치인,(전)국민의당 상임공동대표,(현)바른미래당 인재영입위원장,False,,2018-06-14,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,6851248d2f2615748dbce68540f7de5e951d0765ccd551f1472634e05b5c5f93,official_candidate_history_v1
pres_2017,2017-05-09,C,안철수,국민의당,6a656c0cf84f1ad3d5c8,19620122,20210407,2021-04-07,2021년 재·보궐선거,3,100138291,서울특별시,서울특별시,,국민의당,사퇴,정치인,"(전)제19대, 제20대 국회의원",(현)국민의당 대표,False,,2021-04-08,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,4f7ca7bbbd35493e849f8e366afbfb2c63b1a0aaaf31c5cb80c21f6aea6b4e80,official_candidate_history_v1
pres_2017,2017-05-09,C,안철수,국민의당,6a656c0cf84f1ad3d5c8,19620122,20220309,2022-03-09,제20대 대통령선거,1,100138392,전국,대한민국,,국민의당,사퇴,정당인,"(전) 19대, 20대 국회의원",(현) 국민의당 당대표,False,,2022-03-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,ab28500a7aa3aeb23b6a5022429bf73173e48512039c2b6ad30b124b7a64f08c,official_candidate_history_v1
pres_2017,2017-05-09,C,안철수,국민의당,6a656c0cf84f1ad3d5c8,19620122,20220601,2022-06-01,제8회 전국동시지방선거,2,100148608,경기도,성남시분당구갑,성남시분당구,국민의힘,등록,정치인,(전) 대통령직인수위원회 위원장,"(전) 19대, 20대 국회의원",False,,2022-06-02,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,234c7ae1e14d14e6747385d06090b0706e677dd1672798fe1ff514287be8dc2b,official_candidate_history_v1
pres_2022,2022-03-09,A,윤석열,국민의힘,be2b420033242aadb44a,19601218,20220309,2022-03-09,제20대 대통령선거,1,100138362,전국,대한민국,,국민의힘,등록,정치인,(전) 제43대 검찰총장,(전) 서울중앙지방검찰청 검사장,False,,2022-03-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,ee66ea34369fb174a914eefb925532362e66e66e514356ecea35326366aae509,official_candidate_history_v1
pres_2022,2022-03-09,B,이재명,더불어민주당,2c82e68a2989a122515e,19641222,20060531,2006-05-31,제4회 전국동시지방선거,4,10056155,경기도,성남시,성남시수정구,열린우리당,등록,변호사,(전)성남시립병원설립추진위원회 공동대표,(전)백궁정자지구용도변경(파크뷰사건)저지대책위집행위원장,True,N,2006-06-01,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,2edc81a37568dc5038c05160de882474f75ea8b1041f1f46af4446d9a03b3873,official_candidate_history_v1
pres_2022,2022-03-09,B,이재명,더불어민주당,2c82e68a2989a122515e,19641222,20080409,2008-04-09,제18대 국회의원선거,2,100005476,경기도,성남시분당구갑,성남시분당구,통합민주당,등록,변호사,전)성남시장 후보,전)국가청렴위 성남부패방지시민센터 소장,True,N,2008-04-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,54c04243b38d0826db66bb0b2f6f32037e0f5d8fae4489438a74c986dff2d12c,official_candidate_history_v1
pres_2022,2022-03-09,B,이재명,더불어민주당,2c82e68a2989a122515e,19641222,20100602,2010-06-02,제5회 전국동시지방선거,4,100011295,경기도,성남시,성남시중원구,민주당,등록,변호사,(현)민주당 부대변인,(전)성남참여연대 집행위원장,True,Y,2010-06-03,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,57e35a1f7dc0e4e03438b85e0db847795a2d07cf4950fd8a2714e5d4ee61faaf,official_candidate_history_v1
pres_2022,2022-03-09,B,이재명,더불어민주당,2c82e68a2989a122515e,19641222,20140604,2014-06-04,제6회 전국동시지방선거,4,100115561,경기도,성남시,성남시중원구,새정치민주연합,등록,(현)성남시장,(현)경기도 성남시장,(현)변호사,True,Y,2014-06-05,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,0ea0ddf60df77cbb4f4f95a0fa597272290ba45120e09cfbafcc474a3df7a8a7,official_candidate_history_v1
pres_2022,2022-03-09,B,이재명,더불어민주당,2c82e68a2989a122515e,19641222,20180613,2018-06-13,제7회 전국동시지방선거,3,100125818,경기도,경기도,,더불어민주당,등록,정당인,(전)성남시장,(전)제19대 대통령선거 더불어민주당 경선후보,True,Y,2018-06-14,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,e777f5e5111e0830414b4d9adfaf0a45386605c275883d8ab773b1bcc16ac4c8,official_candidate_history_v1
pres_2022,2022-03-09,B,이재명,더불어민주당,2c82e68a2989a122515e,19641222,20220309,2022-03-09,제20대 대통령선거,1,100138381,전국,대한민국,,더불어민주당,등록,정당인,(전) 경기도지사,(전) 성남시장,False,,2022-03-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,892feb6170d00d8e1300242cecbc153ead30abcf22f7a7e5cbb5c36ebf7b905b,official_candidate_history_v1
pres_2022,2022-03-09,B,이재명,더불어민주당,2c82e68a2989a122515e,19641222,20220601,2022-06-01,제8회 전국동시지방선거,2,100150092,인천광역시,계양구을,계양구,더불어민주당,등록,정당인,(전)제20대 대통령선거 후보,(전)경기도지사,False,,2022-06-02,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,a623f234742a9cee6a2ec5a7961cf95b83be163714b36304446903f1245dcc9d,official_candidate_history_v1
pres_2022,2022-03-09,C,심상정,정의당,aa74b9d5ff5c20d4350a,19590220,20040415,2004-04-15,제17대 국회의원선거,7,10054720,전국,비례대표,,민주노동당,등록,노동자,전국금속노동조합 사무처장,민주노동당 당대회 부의장,True,Y,2004-04-16,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,189644683c7a97cbd2e06efbdc7542a3acebe28ba08044a2a08070229a40a308,official_candidate_history_v1
pres_2022,2022-03-09,C,심상정,정의당,aa74b9d5ff5c20d4350a,19590220,20080409,2008-04-09,제18대 국회의원선거,2,100005439,경기도,고양시덕양구갑,고양시덕양구,진보신당,등록,정당인,(전) 제17대 국회의원,(현) 진보신당 공동대표,True,N,2008-04-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,44dfb20b38f73fd357430b2b015c96e1207fe9752c8a8c0fd257d3e731523eb5,official_candidate_history_v1
pres_2022,2022-03-09,C,심상정,정의당,aa74b9d5ff5c20d4350a,19590220,20100602,2010-06-02,제5회 전국동시지방선거,3,100010281,경기도,경기도,,진보신당,사퇴,정당인,(전)진보신당 상임대표,(전)17대 국회의원,True,N,2010-06-03,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,1fb351df1139c552a4ba31312dde4c7456396fd01fe3dcb6509b2f487850c68c,official_candidate_history_v1
pres_2022,2022-03-09,C,심상정,정의당,aa74b9d5ff5c20d4350a,19590220,20120411,2012-04-11,제19대 국회의원선거,2,100100467,경기도,고양시덕양구갑,고양시덕양구,통합진보당,등록,정당인,(전)국회의원,(현)통합진보당 공동대표,True,Y,2012-04-12,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,a8049ce032643f4db8d286ef16ade61a92e4188a9be241f334214641f8c9048b,official_candidate_history_v1
pres_2022,2022-03-09,C,심상정,정의당,aa74b9d5ff5c20d4350a,19590220,20160413,2016-04-13,제20대 국회의원선거,2,100120137,경기도,고양시갑,고양시덕양구,정의당,등록,국회의원,(현)국회의원,(현)정의당 대표,True,Y,2016-04-14,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,c5d9bb199e639353ad02136b719cbf451d1442c60411d6d5e6e4b24f96b6500d,official_candidate_history_v1
pres_2022,2022-03-09,C,심상정,정의당,aa74b9d5ff5c20d4350a,19590220,20170509,2017-05-09,제19대 대통령선거,1,100120960,전국,대한민국,,정의당,등록,국회의원,(현)국회의원,(현)정의당 대표,True,N,2017-05-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,500bd9cc039deeb7d832aad338f7c09047c51a40c67edb706d71dd984b9e4f57,official_candidate_history_v1
pres_2022,2022-03-09,C,심상정,정의당,aa74b9d5ff5c20d4350a,19590220,20200415,2020-04-15,제21대 국회의원선거,2,100137089,경기도,고양시갑,고양시덕양구,정의당,등록,국회의원,(현)국회의원,(현)정의당 대표,True,Y,2020-04-16,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,b336a543c8989e33c4abf833fa2a41de5e673f31f44098c6c02a71b682bc586c,official_candidate_history_v1
pres_2022,2022-03-09,C,심상정,정의당,aa74b9d5ff5c20d4350a,19590220,20220309,2022-03-09,제20대 대통령선거,1,100138383,전국,대한민국,,정의당,등록,국회의원,(전) 정의당 대표,(현) 국회의원,False,,2022-03-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,a6c428551532856a0db92b95b61aedcd0c720959fae83aadd64e03def992e710,official_candidate_history_v1
