task_id,source_id,date,category_id,page,status,last_error,output_file
yonhap_20010429_economy_p001,yonhap,2001-04-29,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=04\part.jsonl
yonhap_20010429_society_p001,yonhap,2001-04-29,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=04\part.jsonl
yonhap_20010430_all_p001,yonhap,2001-04-30,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=04\part.jsonl
yonhap_20010430_politics_p001,yonhap,2001-04-30,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=04\part.jsonl
yonhap_20010430_economy_p001,yonhap,2001-04-30,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=04\part.jsonl
yonhap_20010430_society_p001,yonhap,2001-04-30,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=04\part.jsonl
yonhap_20010501_all_p001,yonhap,2001-05-01,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010501_politics_p001,yonhap,2001-05-01,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010501_economy_p001,yonhap,2001-05-01,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010501_society_p001,yonhap,2001-05-01,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010502_all_p001,yonhap,2001-05-02,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010502_politics_p001,yonhap,2001-05-02,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010502_economy_p001,yonhap,2001-05-02,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010502_society_p001,yonhap,2001-05-02,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010503_all_p001,yonhap,2001-05-03,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010503_politics_p001,yonhap,2001-05-03,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010503_economy_p001,yonhap,2001-05-03,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010503_society_p001,yonhap,2001-05-03,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010504_all_p001,yonhap,2001-05-04,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010504_politics_p001,yonhap,2001-05-04,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010504_economy_p001,yonhap,2001-05-04,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010504_society_p001,yonhap,2001-05-04,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010505_all_p001,yonhap,2001-05-05,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010505_politics_p001,yonhap,2001-05-05,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010505_economy_p001,yonhap,2001-05-05,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010505_society_p001,yonhap,2001-05-05,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010506_all_p001,yonhap,2001-05-06,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010506_politics_p001,yonhap,2001-05-06,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010506_economy_p001,yonhap,2001-05-06,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010506_society_p001,yonhap,2001-05-06,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010507_all_p001,yonhap,2001-05-07,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010507_politics_p001,yonhap,2001-05-07,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010507_economy_p001,yonhap,2001-05-07,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010507_society_p001,yonhap,2001-05-07,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010508_all_p001,yonhap,2001-05-08,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010508_politics_p001,yonhap,2001-05-08,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010508_economy_p001,yonhap,2001-05-08,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010508_society_p001,yonhap,2001-05-08,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010509_all_p001,yonhap,2001-05-09,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010509_politics_p001,yonhap,2001-05-09,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010509_economy_p001,yonhap,2001-05-09,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010509_society_p001,yonhap,2001-05-09,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010510_all_p001,yonhap,2001-05-10,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010510_politics_p001,yonhap,2001-05-10,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010510_economy_p001,yonhap,2001-05-10,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010510_society_p001,yonhap,2001-05-10,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010511_all_p001,yonhap,2001-05-11,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010511_politics_p001,yonhap,2001-05-11,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010511_economy_p001,yonhap,2001-05-11,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010511_society_p001,yonhap,2001-05-11,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010512_all_p001,yonhap,2001-05-12,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010512_politics_p001,yonhap,2001-05-12,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010512_economy_p001,yonhap,2001-05-12,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010512_society_p001,yonhap,2001-05-12,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010513_all_p001,yonhap,2001-05-13,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010513_politics_p001,yonhap,2001-05-13,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010513_economy_p001,yonhap,2001-05-13,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010513_society_p001,yonhap,2001-05-13,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010514_all_p001,yonhap,2001-05-14,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010514_politics_p001,yonhap,2001-05-14,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010514_economy_p001,yonhap,2001-05-14,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010514_society_p001,yonhap,2001-05-14,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010515_all_p001,yonhap,2001-05-15,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010515_politics_p001,yonhap,2001-05-15,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010515_economy_p001,yonhap,2001-05-15,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010515_society_p001,yonhap,2001-05-15,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010516_all_p001,yonhap,2001-05-16,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010516_politics_p001,yonhap,2001-05-16,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010516_economy_p001,yonhap,2001-05-16,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010516_society_p001,yonhap,2001-05-16,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010517_all_p001,yonhap,2001-05-17,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010517_politics_p001,yonhap,2001-05-17,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010517_economy_p001,yonhap,2001-05-17,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010517_society_p001,yonhap,2001-05-17,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010518_all_p001,yonhap,2001-05-18,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010518_politics_p001,yonhap,2001-05-18,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010518_economy_p001,yonhap,2001-05-18,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010518_society_p001,yonhap,2001-05-18,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010519_all_p001,yonhap,2001-05-19,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010519_politics_p001,yonhap,2001-05-19,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010519_economy_p001,yonhap,2001-05-19,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010519_society_p001,yonhap,2001-05-19,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010520_all_p001,yonhap,2001-05-20,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010520_politics_p001,yonhap,2001-05-20,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010520_economy_p001,yonhap,2001-05-20,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010520_society_p001,yonhap,2001-05-20,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010521_all_p001,yonhap,2001-05-21,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010521_politics_p001,yonhap,2001-05-21,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010521_economy_p001,yonhap,2001-05-21,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010521_society_p001,yonhap,2001-05-21,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010522_all_p001,yonhap,2001-05-22,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010522_politics_p001,yonhap,2001-05-22,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010522_economy_p001,yonhap,2001-05-22,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010522_society_p001,yonhap,2001-05-22,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010523_all_p001,yonhap,2001-05-23,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010523_politics_p001,yonhap,2001-05-23,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010523_economy_p001,yonhap,2001-05-23,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010523_society_p001,yonhap,2001-05-23,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010524_all_p001,yonhap,2001-05-24,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010524_politics_p001,yonhap,2001-05-24,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010524_economy_p001,yonhap,2001-05-24,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010524_society_p001,yonhap,2001-05-24,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010525_all_p001,yonhap,2001-05-25,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010525_politics_p001,yonhap,2001-05-25,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010525_economy_p001,yonhap,2001-05-25,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010525_society_p001,yonhap,2001-05-25,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010526_all_p001,yonhap,2001-05-26,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010526_politics_p001,yonhap,2001-05-26,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010526_economy_p001,yonhap,2001-05-26,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010526_society_p001,yonhap,2001-05-26,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010527_all_p001,yonhap,2001-05-27,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010527_politics_p001,yonhap,2001-05-27,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010527_economy_p001,yonhap,2001-05-27,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010527_society_p001,yonhap,2001-05-27,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010528_all_p001,yonhap,2001-05-28,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010528_politics_p001,yonhap,2001-05-28,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010528_economy_p001,yonhap,2001-05-28,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010528_society_p001,yonhap,2001-05-28,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010529_all_p001,yonhap,2001-05-29,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010529_politics_p001,yonhap,2001-05-29,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010529_economy_p001,yonhap,2001-05-29,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010529_society_p001,yonhap,2001-05-29,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010530_all_p001,yonhap,2001-05-30,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010530_politics_p001,yonhap,2001-05-30,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010530_economy_p001,yonhap,2001-05-30,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010530_society_p001,yonhap,2001-05-30,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010531_all_p001,yonhap,2001-05-31,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010531_politics_p001,yonhap,2001-05-31,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010531_economy_p001,yonhap,2001-05-31,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010531_society_p001,yonhap,2001-05-31,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=05\part.jsonl
yonhap_20010601_all_p001,yonhap,2001-06-01,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010601_politics_p001,yonhap,2001-06-01,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010601_economy_p001,yonhap,2001-06-01,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010601_society_p001,yonhap,2001-06-01,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010602_all_p001,yonhap,2001-06-02,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010602_politics_p001,yonhap,2001-06-02,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010602_economy_p001,yonhap,2001-06-02,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010602_society_p001,yonhap,2001-06-02,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010603_all_p001,yonhap,2001-06-03,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010603_politics_p001,yonhap,2001-06-03,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010603_economy_p001,yonhap,2001-06-03,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010603_society_p001,yonhap,2001-06-03,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010604_all_p001,yonhap,2001-06-04,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010604_politics_p001,yonhap,2001-06-04,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010604_economy_p001,yonhap,2001-06-04,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010604_society_p001,yonhap,2001-06-04,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010605_all_p001,yonhap,2001-06-05,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010605_politics_p001,yonhap,2001-06-05,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010605_economy_p001,yonhap,2001-06-05,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010605_society_p001,yonhap,2001-06-05,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010606_all_p001,yonhap,2001-06-06,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010606_politics_p001,yonhap,2001-06-06,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010606_economy_p001,yonhap,2001-06-06,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010606_society_p001,yonhap,2001-06-06,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010607_all_p001,yonhap,2001-06-07,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010607_politics_p001,yonhap,2001-06-07,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010607_economy_p001,yonhap,2001-06-07,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010607_society_p001,yonhap,2001-06-07,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010608_all_p001,yonhap,2001-06-08,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010608_politics_p001,yonhap,2001-06-08,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010608_economy_p001,yonhap,2001-06-08,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010608_society_p001,yonhap,2001-06-08,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010609_all_p001,yonhap,2001-06-09,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010609_politics_p001,yonhap,2001-06-09,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010609_economy_p001,yonhap,2001-06-09,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010609_society_p001,yonhap,2001-06-09,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010610_all_p001,yonhap,2001-06-10,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010610_politics_p001,yonhap,2001-06-10,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010610_economy_p001,yonhap,2001-06-10,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010610_society_p001,yonhap,2001-06-10,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010611_all_p001,yonhap,2001-06-11,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010611_politics_p001,yonhap,2001-06-11,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010611_economy_p001,yonhap,2001-06-11,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010611_society_p001,yonhap,2001-06-11,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010612_all_p001,yonhap,2001-06-12,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010612_politics_p001,yonhap,2001-06-12,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010612_economy_p001,yonhap,2001-06-12,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010612_society_p001,yonhap,2001-06-12,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010613_all_p001,yonhap,2001-06-13,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010613_politics_p001,yonhap,2001-06-13,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010613_economy_p001,yonhap,2001-06-13,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010613_society_p001,yonhap,2001-06-13,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010614_all_p001,yonhap,2001-06-14,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010614_politics_p001,yonhap,2001-06-14,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010614_economy_p001,yonhap,2001-06-14,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010614_society_p001,yonhap,2001-06-14,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010615_all_p001,yonhap,2001-06-15,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010615_politics_p001,yonhap,2001-06-15,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010615_economy_p001,yonhap,2001-06-15,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010615_society_p001,yonhap,2001-06-15,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010616_all_p001,yonhap,2001-06-16,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010616_politics_p001,yonhap,2001-06-16,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010616_economy_p001,yonhap,2001-06-16,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010616_society_p001,yonhap,2001-06-16,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010617_all_p001,yonhap,2001-06-17,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
yonhap_20010617_politics_p001,yonhap,2001-06-17,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=06\part.jsonl
