daesu,name,party,bloc
18,송영선,친박연대·미래희망연대·한나라당,친박연대·미래희망연대·한나라당
18,송훈석,무소속,무소속
18,신건,무소속·민주당,무소속·민주당
18,신낙균,민주당,민주당
18,신상진,한나라당,국민의힘
18,신성범,한나라당,국민의힘
18,신영수,한나라당,국민의힘
18,신지호,한나라당,국민의힘
18,신학용,민주당,민주당
18,심대평,자유선진당·무소속·국민중심연합,자유선진당·무소속·국민중심연합
18,심재철,한나라당,국민의힘
18,안경률,한나라당,국민의힘
18,안규백,민주당,민주당
18,안민석,민주당,민주당
18,안상수,한나라당,국민의힘
18,안형환,한나라당,국민의힘
18,안홍준,한나라당,국민의힘
18,안효대,한나라당,국민의힘
18,양승조,민주당,민주당
18,여상규,한나라당,국민의힘
18,오제세,민주당,민주당
18,우윤근,민주당,민주당
18,우제창,민주당,민주당
18,원유철,한나라당,국민의힘
18,원혜영,민주당,민주당
18,원희룡,한나라당,국민의힘
18,원희목,한나라당,국민의힘
18,유기준,한나라당,국민의힘
18,유선호,민주당,민주당
18,유성엽,무소속,무소속
18,유승민,한나라당,국민의힘
18,유원일,창조한국당,창조한국당
18,유일호,한나라당,국민의힘
18,유재중,무소속·한나라당,무소속·한나라당
18,유정복,한나라당,국민의힘
18,유정현,한나라당,국민의힘
18,윤상일,출마 (비례대표) 친박연대·미래희망연대·한나라당,출마(비례대표)친박연대·미래희망연대·한나라당
18,윤상현,한나라당,국민의힘
18,윤석용,한나라당,국민의힘
18,윤영,한나라당,국민의힘
18,윤진식,한나라당,국민의힘
18,이강래,민주당,민주당
18,이경재,무소속·한나라당,무소속·한나라당
18,이계진,한나라당,국민의힘
18,이광재,민주당,민주당
18,이군현,한나라당,국민의힘
18,이낙연,민주당,민주당
18,이달곤,한나라당,국민의힘
18,이두아,한나라당,국민의힘
18,이명규,한나라당,국민의힘
18,이명수,자유선진당,자유선진당
18,이미경,민주당,민주당
18,이범관,한나라당,국민의힘
18,이범래,한나라당,국민의힘
18,이병석,한나라당,국민의힘
18,이사철,한나라당,국민의힘
18,이상권,한나라당,국민의힘
18,이상득,한나라당,국민의힘
18,이상민,자유선진당,자유선진당
18,이석현,민주당,민주당
18,이성남,민주당,민주당
18,이성헌,한나라당,국민의힘
18,이시종,민주당,민주당
18,이애주,한나라당,국민의힘
18,이영애,자유선진당,자유선진당
18,이영애,한나라당,국민의힘
18,이용경,창조한국당,창조한국당
18,이용섭,민주당,민주당
18,이용희,자유선진당,자유선진당
18,이윤석,무소속·민주당,무소속·민주당
18,이윤성,한나라당,국민의힘
18,이은재,한나라당,국민의힘
18,이인기,무소속·한나라당,무소속·한나라당
18,이인제,무소속·자유선진당,무소속·자유선진당
18,이재선,자유선진당,자유선진당
18,이재오,한나라당,국민의힘
18,이정선,한나라당,국민의힘
18,이정현,한나라당,국민의힘
18,이정희,민주노동당,민주노동당
18,이종걸,민주당,민주당
18,이종구,한나라당,국민의힘
18,이종혁,한나라당,국민의힘
18,이주영,한나라당,국민의힘
18,이진복,무소속·한나라당,무소속·한나라당
18,이진삼,자유선진당,자유선진당
18,이찬열,민주당,민주당
18,이철우,한나라당,국민의힘
18,이춘석,민주당,민주당
18,이춘식,한나라당,국민의힘
18,이학재,한나라당,국민의힘
18,이한구,한나라당,국민의힘
18,이한성,한나라당,국민의힘
18,이해봉,무소속·한나라당,무소속·한나라당
18,이혜훈,한나라당,국민의힘
18,이화수,한나라당,국민의힘
18,이회창,자유선진당,자유선진당
18,임동규,한나라당,국민의힘
18,임두성,한나라당,국민의힘
18,임영호,자유선진당,자유선진당
18,임태희,한나라당,국민의힘
18,임해규,한나라당,국민의힘
18,장광근,한나라당,국민의힘
18,장병완,민주당,민주당
18,장세환,민주당,민주당
18,장윤석,한나라당,국민의힘
18,장제원,한나라당,국민의힘
18,전병헌,민주당,민주당
18,전여옥,한나라당,국민의힘
18,전재희,한나라당,국민의힘
18,전현희,민주당,민주당
18,전혜숙,민주당,민주당
18,정갑윤,한나라당,국민의힘
18,정동영,무소속.민주당,무소속.민주당
18,정두언,한나라당,국민의힘
18,정몽준,한나라당,국민의힘
18,정미경,한나라당,국민의힘
18,정범구,민주당,민주당
18,정병국,한나라당,국민의힘
18,정세균,민주당,민주당
18,정수성,무소속,무소속
18,정양석,한나라당,국민의힘
18,정영희,친박연대·미래희망연대·한나라당,친박연대·미래희망연대·한나라당
18,정옥임,한나라당,국민의힘
18,정의화,한나라당,국민의힘
18,정장선,민주당,민주당
18,정진석,한나라당,국민의힘
18,정진섭,한나라당,국민의힘
18,정태근,한나라당,국민의힘
18,정하균,친박연대·미래희망연대·한나라당,친박연대·미래희망연대·한나라당
18,정해걸,무소속·한나라당,무소속·한나라당
18,정희수,한나라당,국민의힘
18,조경태,민주당,민주당
18,조문환,한나라당,국민의힘
18,조배숙,민주당,민주당
18,조순형,자유선진당,자유선진당
18,조승수,진보신당,진보신당
18,조영택,민주당,민주당
18,조원진,친박연대·한나라당,친박연대·한나라당
18,조윤선,한나라당,국민의힘
18,조전혁,한나라당,국민의힘
18,조정식,민주당,민주당
18,조진래,한나라당,국민의힘
18,조진형,한나라당,국민의힘
18,조해진,한나라당,국민의힘
18,주광덕,한나라당,국민의힘
18,주성영,한나라당,국민의힘
18,주승용,민주당,민주당
18,주호영,한나라당,국민의힘
18,진성호,한나라당,국민의힘
18,진수희,한나라당,국민의힘
18,진영,한나라당,국민의힘
18,차명진,한나라당,국민의힘
18,천정배,민주당,민주당
18,최경환,한나라당,국민의힘
18,최경희,한나라당,국민의힘
18,최구식,무소속·한나라당,무소속·한나라당
18,최규성,민주당,민주당
18,최규식,민주당,민주당
18,최문순,통합민주당·민주당,통합민주당·민주당
18,최병국,한나라당,국민의힘
18,최연희,무소속,무소속
18,최영희,통합민주당·민주당,통합민주당·민주당
18,최인기,민주당,민주당
18,최재성,민주당,민주당
18,최종원,민주당,민주당
18,최철국,통합민주당ㆍ민주당,통합민주당ㆍ민주당
18,추미애,민주당,민주당
18,한기호,한나라당,국민의힘
18,한선교,무소속·한나라당,무소속·한나라당
18,허원제,한나라당,국민의힘
18,허천,한나라당,국민의힘
18,허태열,한나라당,국민의힘
18,현경병,한나라당,국민의힘
18,현기환,한나라당,국민의힘
18,홍사덕,친박연대·한나라당,친박연대·한나라당
18,홍영표,민주당,민주당
18,홍일표,한나라당,국민의힘
18,홍재형,통합민주당,통합민주당
18,홍정욱,한나라당,국민의힘
18,홍준표,한나라당,국민의힘
18,홍희덕,민주노동당,민주노동당
18,황영철,한나라당,국민의힘
18,황우여,한나라당,국민의힘
18,황진하,한나라당,국민의힘
19,강기윤,새누리당,국민의힘
19,강기정,새정치민주연합,더불어민주당
19,강길부,새누리당,국민의힘
19,강동원,무소속 · 새정치민주연합,무소속·새정치민주연합
19,강석호,새누리당,국민의힘
19,강석훈,새누리당,국민의힘
19,강은희,새누리당,국민의힘
19,강창일,새정치민주연합,더불어민주당
19,강창희,자유민주연합,자유민주연합
19,경대수,새누리당,국민의힘
19,고희선,새누리당,국민의힘
19,권성동,새누리당,국민의힘
19,권은희,새정치민주연합,더불어민주당
19,권은희,새누리당,국민의힘
19,길정우,새누리당,국민의힘
19,김경협,새정치민주연합,더불어민주당
19,김관영,새정치민주연합,더불어민주당
19,김광림,새누리당,국민의힘
19,김광진,새정치민주연합,더불어민주당
19,김기선,새누리당,국민의힘
19,김기식,새정치민주연합,더불어민주당
19,김기준,새정치민주연합,더불어민주당
19,김기현,새누리당,국민의힘
19,김도읍,새누리당,국민의힘
19,김동완,새누리당,국민의힘
19,김동철,새정치민주연합,더불어민주당
19,김명연,새누리당,국민의힘
19,김무성,새누리당,국민의힘
19,김미희,통합진보당,통합진보당
19,김민기,새정치민주연합,더불어민주당
19,김상민,새누리당,국민의힘
19,김상훈,새누리당,국민의힘
19,김상희,새정치민주연합,더불어민주당
19,김선동,통합진보당,통합진보당
19,김성곤,새정치민주연합,더불어민주당
19,김성주,새정치민주연합,더불어민주당
19,김성찬,새누리당,국민의힘
19,김성태,새누리당,국민의힘
19,김세연,새누리당,국민의힘
19,김승남,새정치민주연합,더불어민주당
19,김영록,새정치민주연합,더불어민주당
19,김영우,새누리당,국민의힘
19,김영주,새정치민주연합,더불어민주당
19,김영환,새정치민주연합,더불어민주당
19,김용남,새누리당,국민의힘
19,김용익,새정치민주연합,더불어민주당
19,김용태,새누리당,국민의힘
19,김우남,새정치민주연합,더불어민주당
19,김윤덕,새정치민주연합,더불어민주당
19,김을동,새누리당,국민의힘
19,김장실,새누리당,국민의힘
19,김재경,새누리당,국민의힘
19,김재연,통합진보당,통합진보당
19,김재원,새누리당,국민의힘
19,김재윤,새정치민주연합,더불어민주당
19,김정록,새누리당,국민의힘
19,김정훈,새누리당,국민의힘
19,김제남,통합진보당,통합진보당
19,김제식,새누리당,국민의힘
19,김종태,새누리당,국민의힘
19,김종훈,새누리당,국민의힘
19,김진태,새누리당,국민의힘
19,김진표,새정치민주연합,더불어민주당
19,김춘진,새정치민주연합,더불어민주당
19,김태년,새정치민주연합,더불어민주당
19,김태원,새누리당,국민의힘
19,김태호,새누리당,국민의힘
19,김태환,새누리당,국민의힘
19,김태흠,새누리당,국민의힘
19,김학용,새누리당,국민의힘
19,김한길,새정치민주연합,더불어민주당
19,김한표,무소속,무소속
19,김현,새정치민주연합,더불어민주당
19,김현미,새정치민주연합,더불어민주당
19,김현숙,새누리당,국민의힘
19,김회선,새누리당,국민의힘
19,김희국,새누리당,국민의힘
19,김희정,새누리당,국민의힘
19,나경원,새누리당,국민의힘
19,나성린,새누리당,국민의힘
19,남경필,새누리당,국민의힘
19,남인순,새정치민주연합,더불어민주당
19,노영민,새정치민주연합,더불어민주당
19,노웅래,새정치민주연합,더불어민주당
19,노철래,새누리당,국민의힘
19,노회찬,통합진보당,통합진보당
19,도종환,새정치민주연합,더불어민주당
19,류성걸,새누리당,국민의힘
19,류지영,새누리당,국민의힘
19,문대성,새누리당,국민의힘
19,문병호,새정치민주연합,더불어민주당
19,문재인,새정치민주연합,더불어민주당
19,문정림,자유선진당ㆍ새누리당,자유선진당ㆍ새누리당
19,문희상,새정치민주연합,더불어민주당
19,민병두,새정치민주연합,더불어민주당
19,민병주,새누리당,국민의힘
19,민현주,새누리당,국민의힘
19,민홍철,새정치민주연합,더불어민주당
19,박광온,새정치민주연합,더불어민주당
19,박근혜,새누리당,국민의힘
19,박기춘,새정치민주연합,더불어민주당
19,박남춘,새정치민주연합,더불어민주당
19,박대동,새누리당,국민의힘
19,박대출,새누리당,국민의힘
19,박덕흠,새누리당,국민의힘
19,박맹우,새누리당,국민의힘
19,박명재,새누리당,국민의힘
19,박민수,새정치민주연합,더불어민주당
19,박민식,새누리당,국민의힘
19,박범계,새정치민주연합,더불어민주당
19,박병석,새정치민주연합,더불어민주당
19,박상은,새누리당,국민의힘
19,박성호,새누리당,국민의힘
19,박성효,새누리당,국민의힘
19,박수현,새정치민주연합,더불어민주당
19,박영선,새정치민주연합,더불어민주당
19,박완주,새정치민주연합,더불어민주당
19,박원석,통합진보당,통합진보당
19,박윤옥,새누리당,국민의힘
19,박인숙,새누리당,국민의힘
19,박주선,무소속 · 새정치민주연합,무소속·새정치민주연합
19,박지원,새정치민주연합,더불어민주당
19,박창식,새누리당,국민의힘
19,박혜자,새정치민주연합,더불어민주당
19,박홍근,새정치민주연합,더불어민주당
19,배기운,새정치민주연합,더불어민주당
19,배덕광,새누리당,국민의힘
19,배재정,새정치민주연합,더불어민주당
19,백군기,새정치민주연합,더불어민주당
19,백재현,새정치민주연합,더불어민주당
19,변재일,새정치민주연합,더불어민주당
19,부좌현,새정치민주연합,더불어민주당
19,서기호,통합진보당,통합진보당
19,서병수,새누리당,국민의힘
19,서상기,새누리당,국민의힘
19,서영교,새정치민주연합,더불어민주당
19,서용교,새누리당,국민의힘
19,서청원,새누리당,국민의힘
19,설훈,새정치민주연합,더불어민주당
19,손인춘,새누리당,국민의힘
19,송광호,새누리당,국민의힘
19,송영근,새누리당,국민의힘
19,송호창,새정치민주연합,더불어민주당
19,신경림,새누리당,국민의힘
19,신경민,새정치민주연합,더불어민주당
19,신계륜,새정치민주연합,더불어민주당
19,신기남,새정치민주연합,더불어민주당
19,신동우,새누리당,국민의힘
19,신문식,새정치민주연합,더불어민주당
19,신상진,한나라당,국민의힘
19,신성범,새누리당,국민의힘
19,신의진,새누리당,국민의힘
19,신정훈,새정치민주연합,더불어민주당
19,신학용,새정치민주연합,더불어민주당
19,심상정,통합진보당,통합진보당
19,심윤조,새누리당,국민의힘
19,심재권,새정치민주연합,더불어민주당
19,심재철,새누리당,국민의힘
19,심학봉,새누리당,국민의힘
19,안규백,새정치민주연합,더불어민주당
19,안민석,새정치민주연합,더불어민주당
19,안상수,새누리당,국민의힘
19,안종범,새누리당,국민의힘
19,안철수,무소속. 새정치민주연합,무소속.새정치민주연합
19,안홍준,새누리당,국민의힘
19,안효대,새누리당,국민의힘
19,양승조,새정치민주연합,더불어민주당
19,양창영,새누리당,국민의힘
19,여상규,새누리당,국민의힘
19,염동열,새누리당,국민의힘
19,오병윤,통합진보당,통합진보당
19,오신환,새누리당,국민의힘
19,오영식,새정치민주연합,더불어민주당
19,오제세,새정치민주연합,더불어민주당
19,우상호,새정치민주연합,더불어민주당
19,우원식,새정치민주연합,더불어민주당
19,우윤근,새정치민주연합,더불어민주당
19,원유철,새누리당,국민의힘
19,원혜영,새정치민주연합,더불어민주당
19,유기준,새누리당,국민의힘
19,유기홍,새정치민주연합,더불어민주당
19,유대운,새정치민주연합,더불어민주당
19,유성엽,무소속. 새정치민주연합,무소속.새정치민주연합
19,유승민,새누리당,국민의힘
19,유승우,새누리당,국민의힘
19,유승희,새정치민주연합,더불어민주당
19,유은혜,새정치민주연합,더불어민주당
19,유의동,새누리당,국민의힘
19,유인태,새정치민주연합,더불어민주당
19,유일호,새누리당,국민의힘
19,유재중,새누리당,국민의힘
19,유정복,새누리당,국민의힘
19,윤관석,새정치민주연합,더불어민주당
19,윤금순,통합진보당,통합진보당
19,윤명희,새누리당,국민의힘
19,윤상현,새누리당,국민의힘
19,윤영석,새누리당,국민의힘
19,윤재옥,새누리당,국민의힘
19,윤진식,새누리당,국민의힘
19,윤호중,새정치민주연합,더불어민주당
19,윤후덕,새정치민주연합,더불어민주당
19,은수미,새정치민주연합,더불어민주당
19,이강후,새누리당,국민의힘
19,이개호,새정치민주연합,더불어민주당
19,이군현,새누리당,국민의힘
19,이낙연,새정치민주연합,더불어민주당
19,이노근,새누리당,국민의힘
19,이만우,새누리당,국민의힘
19,이명수,자유선진당·새누리당,자유선진당·새누리당
19,이목희,새정치민주연합,더불어민주당
19,이미경,새정치민주연합,더불어민주당
19,이병석,새누리당,국민의힘
19,이상규,통합진보당,통합진보당
19,이상민,새정치민주연합,더불어민주당
19,이상일,새누리당,국민의힘
19,이상직,새정치민주연합,더불어민주당
19,이석기,통합진보당,통합진보당
19,이석현,새정치민주연합,더불어민주당
19,이언주,새정치민주연합,더불어민주당
19,이에리사,새누리당,국민의힘
19,이완구,새누리당,국민의힘
19,이완영,새누리당,국민의힘
19,이용섭,새정치민주연합,더불어민주당
19,이우현,새누리당,국민의힘
19,이운룡,새누리당,국민의힘
19,이원욱,새정치민주연합,더불어민주당
19,이윤석,새정치민주연합,더불어민주당
19,이이재,새누리당,국민의힘
19,이인영,새정치민주연합,더불어민주당
19,이인제,자유선진당ㆍ새누리당,자유선진당ㆍ새누리당
19,이자스민,새누리당,국민의힘
19,이장우,새누리당,국민의힘
19,이재영,새누리당,국민의힘
19,이재오,새누리당,국민의힘
19,이정현,새누리당,국민의힘
19,이종걸,새정치민주연합,더불어민주당
19,이종배,새누리당,국민의힘
19,이종진,새누리당,국민의힘
19,이종훈,새누리당,국민의힘
19,이주영,새누리당,국민의힘
19,이진복,새누리당,국민의힘
19,이찬열,새정치민주연합,더불어민주당
19,이채익,새누리당,국민의힘
19,이철우,새누리당,국민의힘
19,이춘석,새정치민주연합,더불어민주당
19,이학영,새정치민주연합,더불어민주당
19,이학재,새누리당,국민의힘
19,이한구,새누리당,국민의힘
19,이한성,새누리당,국민의힘
19,이해찬,새정치민주연합,더불어민주당
19,이헌승,새누리당,국민의힘
19,이현재,새누리당,국민의힘
19,인재근,새정치민주연합,더불어민주당
19,임내현,새정치민주연합,더불어민주당
19,임수경,새정치민주연합,더불어민주당
19,장병완,새정치민주연합,더불어민주당
19,장윤석,새누리당,국민의힘
19,장정은,새누리당,국민의힘
19,장하나,새정치민주연합,더불어민주당
19,전병헌,새정치민주연합,더불어민주당
19,전순옥,새정치민주연합,더불어민주당
19,전정희,새정치민주연합,더불어민주당
19,전하진,새누리당,국민의힘
19,전해철,새정치민주연합,더불어민주당
19,정갑윤,새누리당,국민의힘
19,정두언,새누리당,국민의힘
19,정몽준,새누리당,국민의힘
19,정문헌,새누리당,국민의힘
19,정미경,새누리당,국민의힘
19,정병국,새누리당,국민의힘
19,정성호,새정치민주연합,더불어민주당
19,정세균,새정치민주연합,더불어민주당
19,정수성,새누리당,국민의힘
19,정용기,새누리당,국민의힘
19,정우택,새누리당,국민의힘
19,정윤숙,새누리당,국민의힘
19,정의화,새누리당,국민의힘
19,정진후,통합진보당,통합진보당
19,정청래,새정치민주연합,더불어민주당
19,정호준,새정치민주연합,더불어민주당
19,정희수,새누리당,국민의힘
19,조경태,새정치민주연합,더불어민주당
19,조명철,새누리당,국민의힘
19,조원진,새누리당,국민의힘
19,조정식,새정치민주연합,더불어민주당
19,조해진,새누리당,국민의힘
19,조현룡,새누리당,국민의힘
19,주승용,새정치민주연합,더불어민주당
19,주영순,새누리당,국민의힘
19,주호영,새누리당,국민의힘
19,진선미,새정치민주연합,더불어민주당
19,진성준,새정치민주연합,더불어민주당
19,진영,새누리당,국민의힘
19,천정배,무소속,무소속
19,최경환,새누리당,국민의힘
19,최규성,새정치민주연합,더불어민주당
19,최동익,새정치민주연합,더불어민주당
19,최민희,새정치민주연합,더불어민주당
19,최봉홍,새누리당,국민의힘
19,최원식,새정치민주연합,더불어민주당
19,최재성,새정치민주연합,더불어민주당
19,최재천,새정치민주연합,더불어민주당
19,추미애,새정치민주연합,더불어민주당
19,하태경,새누리당,국민의힘
19,한기호,새누리당,국민의힘
19,한명숙,새정치민주연합,더불어민주당
19,한선교,새누리당,국민의힘
19,한정애,새정치민주연합,더불어민주당
19,함진규,새누리당,국민의힘
19,홍문종,새누리당,국민의힘
19,홍문표,새누리당,국민의힘
19,홍영표,새정치민주연합,더불어민주당
19,홍의락,새정치민주연합,더불어민주당
19,홍익표,새정치민주연합,더불어민주당
19,홍일표,새누리당,국민의힘
19,홍종학,새정치민주연합,더불어민주당
19,홍지만,새누리당,국민의힘
19,홍철호,새누리당,국민의힘
19,황영철,새누리당,국민의힘
19,황우여,새누리당,국민의힘
19,황인자,새누리당,국민의힘
19,황주홍,새정치민주연합,더불어민주당
19,황진하,새누리당,국민의힘
20,강길부,무소속,무소속
20,강병원,더불어민주당,더불어민주당
20,강석진,새누리당,국민의힘
20,강석호,새누리당,국민의힘
20,강창일,더불어민주당,더불어민주당
20,강효상,새누리당,국민의힘
20,강훈식,더불어민주당,더불어민주당
20,경대수,새누리당,국민의힘
20,고용진,더불어민주당,더불어민주당
20,곽대훈,새누리당,국민의힘
20,곽상도,새누리당,국민의힘
20,권미혁,더불어민주당,더불어민주당
20,권석창,새누리당,국민의힘
20,권성동,새누리당,국민의힘
20,권은희,국민의당,국민의당
20,권칠승,더불어민주당,더불어민주당
20,금태섭,더불어민주당,더불어민주당
20,기동민,더불어민주당,더불어민주당
20,김경수,더불어민주당,더불어민주당
20,김경진,국민의당,국민의당
20,김경협,더불어민주당,더불어민주당
20,김관영,국민의당,국민의당
20,김광림,새누리당,국민의힘
20,김광수,국민의당,국민의당
20,김규환,새누리당,국민의힘
20,김기선,새누리당,국민의힘
20,김도읍,새누리당,국민의힘
20,김동철,국민의당,국민의당
20,김두관,더불어민주당,더불어민주당
20,김명연,새누리당,국민의힘
20,김무성,새누리당,국민의힘
20,김민기,더불어민주당,더불어민주당
20,김병관,더불어민주당,더불어민주당
20,김병기,더불어민주당,더불어민주당
20,김병욱,더불어민주당,더불어민주당
20,김부겸,더불어민주당,더불어민주당
20,김삼화,국민의당,국민의당
20,김상훈,새누리당,국민의힘
20,김상희,더불어민주당,더불어민주당
20,김석기,새누리당,국민의힘
20,김선동,새누리당,국민의힘
20,김성수,더불어민주당,더불어민주당
20,김성식,국민의당,국민의당
20,김성원,"새누리당,자유한국당","새누리당,자유한국당"
20,김성찬,새누리당,국민의힘
20,김성태,새누리당,국민의힘
20,김성태,새누리당,국민의힘
20,김성환,더불어민주당,더불어민주당
20,김세연,새누리당,국민의힘
20,김수민,국민의당,국민의당
20,김순례,새누리당,국민의힘
20,김승희,새누리당,국민의힘
20,김영우,새누리당,국민의힘
20,김영주,더불어민주당,더불어민주당
20,김영진,더불어민주당,더불어민주당
20,김영춘,더불어민주당,더불어민주당
20,김영호,더불어민주당,더불어민주당
20,김용태,새누리당,국민의힘
20,김재경,새누리당,국민의힘
20,김재원,자유한국당,국민의힘
20,김정우,더불어민주당,더불어민주당
20,김정재,"새누리당, 자유한국당","새누리당,자유한국당"
20,김정호,더불어민주당,더불어민주당
20,김정훈,새누리당,국민의힘
20,김종대,정의당,정의당
20,김종민,더불어민주당,더불어민주당
20,김종석,새누리당,국민의힘
20,김종인,더불어민주당,더불어민주당
20,김종회,국민의당,국민의당
20,김종훈,무소속,무소속
20,김중로,국민의당,국민의당
20,김진태,새누리당,국민의힘
20,김진표,더불어민주당,더불어민주당
20,김철민,더불어민주당,더불어민주당
20,김태년,더불어민주당,더불어민주당
20,김태흠,새누리당,국민의힘
20,김학용,새누리당,국민의힘
20,김한정,더불어민주당,더불어민주당
20,김한표,새누리당,국민의힘
20,김해영,더불어민주당,더불어민주당
20,김현권,더불어민주당,더불어민주당
20,김현미,더불어민주당,더불어민주당
20,김현아,새누리당,국민의힘
20,나경원,새누리당,국민의힘
20,남인순,더불어민주당,더불어민주당
20,노웅래,더불어민주당,더불어민주당
20,노회찬,정의당,정의당
20,도종환,더불어민주당,더불어민주당
20,맹성규,더불어민주당,더불어민주당
20,문미옥,더불어민주당,더불어민주당
20,문진국,새누리당,국민의힘
20,문희상,더불어민주당,더불어민주당
20,민경욱,새누리당,국민의힘
20,민병두,더불어민주당,더불어민주당
20,민홍철,더불어민주당,더불어민주당
20,박경미,더불어민주당,더불어민주당
20,박광온,더불어민주당,더불어민주당
20,박남춘,더불어민주당,더불어민주당
20,박대출,새누리당,국민의힘
20,박덕흠,"새누리당,자유한국당","새누리당,자유한국당"
20,박맹우,새누리당,국민의힘
20,박명재,새누리당,국민의힘
20,박범계,더불어민주당,더불어민주당
20,박병석,더불어민주당,더불어민주당
20,박선숙,국민의당,국민의당
20,박성중,새누리당,국민의힘
20,박순자,새누리당,국민의힘
20,박영선,더불어민주당,더불어민주당
20,박완수,새누리당,국민의힘
20,박완주,더불어민주당,더불어민주당
20,박용진,더불어민주당,더불어민주당
20,박인숙,새누리당,국민의힘
20,박재호,더불어민주당,더불어민주당
20,박정,더불어민주당,더불어민주당
20,박주민,더불어민주당,더불어민주당
20,박주선,국민의당,국민의당
20,박주현,국민의당,국민의당
20,박준영,국민의당,국민의당
20,박지원,국민의당,국민의당
20,박찬대,더불어민주당,더불어민주당
20,박찬우,새누리당,국민의힘
20,박홍근,더불어민주당,더불어민주당
20,배덕광,새누리당,국민의힘
20,백승주,새누리당,국민의힘
20,백재현,더불어민주당,더불어민주당
20,백혜련,더불어민주당,더불어민주당
20,변재일,더불어민주당,더불어민주당
20,서삼석,더불어민주당,더불어민주당
20,서영교,더불어민주당,더불어민주당
20,서청원,새누리당,국민의힘
20,서형수,더불어민주당,더불어민주당
20,설훈,더불어민주당,더불어민주당
20,성일종,새누리당,국민의힘
20,소병훈,더불어민주당,더불어민주당
20,손금주,국민의당,국민의당
20,손혜원,더불어민주당,더불어민주당
20,송갑석,더불어민주당,더불어민주당
20,송기석,국민의당,국민의당
20,송기헌,더불어민주당,더불어민주당
20,송석준,새누리당,국민의힘
20,송언석,자유한국당,국민의힘
20,송영길,더불어민주당,더불어민주당
20,송옥주,더불어민주당,더불어민주당
20,송희경,새누리당,국민의힘
20,신경민,더불어민주당,더불어민주당
20,신동근,더불어민주당,더불어민주당
20,신보라,새누리당,국민의힘
20,신상진,새누리당,국민의힘
20,신용현,국민의당,국민의당
20,신창현,더불어민주당,더불어민주당
20,심기준,더불어민주당,더불어민주당
20,심상정,정의당,정의당
20,심재권,더불어민주당,더불어민주당
20,심재철,새누리당,국민의힘
20,안규백,더불어민주당,더불어민주당
20,안민석,더불어민주당,더불어민주당
20,안상수,무소속,무소속
20,안철수,국민의당,국민의당
20,안호영,더불어민주당,더불어민주당
20,양승조,더불어민주당,더불어민주당
20,어기구,더불어민주당,더불어민주당
20,엄용수,새누리당,국민의힘
20,여상규,새누리당,국민의힘
20,여영국,정의당,정의당
20,염동열,새누리당,국민의힘
20,오세정,국민의당,국민의당
20,오신환,새누리당,국민의힘
20,오영훈,더불어민주당,더불어민주당
20,오제세,더불어민주당,더불어민주당
20,우상호,더불어민주당,더불어민주당
20,우원식,더불어민주당,더불어민주당
20,원유철,새누리당,국민의힘
20,원혜영,더불어민주당,더불어민주당
20,위성곤,더불어민주당,더불어민주당
20,유기준,새누리당,국민의힘
20,유동수,더불어민주당,더불어민주당
20,유민봉,새누리당,국민의힘
20,유성엽,국민의당,국민의당
20,유승민,"무소속, 새누리당, 바른정당","무소속,새누리당,바른정당"
20,유승희,더불어민주당,더불어민주당
20,유은혜,더불어민주당,더불어민주당
20,유의동,새누리당,국민의힘
20,유재중,새누리당,국민의힘
20,윤관석,더불어민주당,더불어민주당
20,윤상직,새누리당,국민의힘
20,윤상현,무소속,무소속
20,윤소하,정의당,정의당
20,윤영석,새누리당,국민의힘
20,윤영일,국민의당,국민의당
20,윤일규,더불어민주당,더불어민주당
20,윤재옥,새누리당,국민의힘
20,윤종오,무소속,무소속
20,윤종필,새누리당,국민의힘
20,윤준호,더불어민주당,더불어민주당
20,윤한홍,새누리당,국민의힘
20,윤호중,더불어민주당,더불어민주당
20,윤후덕,더불어민주당,더불어민주당
20,이개호,더불어민주당,더불어민주당
20,이군현,새누리당,국민의힘
20,이규희,더불어민주당,더불어민주당
20,이동섭,국민의당,국민의당
20,이만희,새누리당,국민의힘
20,이명수,새누리당,국민의힘
20,이상돈,국민의당,국민의당
20,이상민,더불어민주당,더불어민주당
20,이상헌,더불어민주당,더불어민주당
20,이석현,더불어민주당,더불어민주당
20,이수혁,더불어민주당,더불어민주당
20,이양수,새누리당,국민의힘
20,이언주,더불어민주당,더불어민주당
20,이완영,새누리당,국민의힘
20,이용득,더불어민주당,더불어민주당
20,이용주,국민의당,국민의당
20,이용호,국민의당,국민의당
20,이우현,새누리당,국민의힘
20,이원욱,더불어민주당,더불어민주당
20,이은권,새누리당,국민의힘
20,이은재,새누리당,국민의힘
20,이인영,더불어민주당,더불어민주당
20,이장우,새누리당,국민의힘
20,이재정,더불어민주당,더불어민주당
20,이정미,정의당,정의당
20,이정현,새누리당,국민의힘
20,이종걸,더불어민주당,더불어민주당
20,이종구,새누리당,국민의힘
20,이종명,새누리당,국민의힘
20,이종배,새누리당,국민의힘
20,이주영,새누리당,국민의힘
20,이진복,새누리당,국민의힘
20,이찬열,더불어민주당,더불어민주당
20,이채익,새누리당,국민의힘
20,이철규,무소속,무소속
20,이철우,새누리당,국민의힘
20,이철희,더불어민주당,더불어민주당
20,이춘석,더불어민주당,더불어민주당
20,이태규,국민의당,국민의당
20,이학영,더불어민주당,더불어민주당
20,이학재,새누리당,국민의힘
